,1.A.17.1.1,1.A.17.1.10,1.A.17.1.11,1.A.17.1.12,1.A.17.1.13,1.A.17.1.14,1.A.17.1.15,1.A.17.1.16,1.A.17.1.17,1.A.17.1.18,1.A.17.1.2,1.A.17.1.3,1.A.17.1.4,1.A.17.1.5,1.A.17.1.6,1.A.17.1.7,1.A.17.1.8,1.A.17.1.9,1.A.17.2.1,1.A.17.2.2,1.A.17.2.3,1.A.17.2.4,1.A.17.2.5,1.A.17.3.1,1.A.17.3.10,1.A.17.3.11,1.A.17.3.2,1.A.17.3.3,1.A.17.3.4,1.A.17.3.5,1.A.17.3.6,1.A.17.3.7,1.A.17.3.8,1.A.17.3.9,1.A.17.4.1,1.A.17.4.10,1.A.17.4.11,1.A.17.4.2,1.A.17.4.3,1.A.17.4.4,1.A.17.4.5,1.A.17.4.6,1.A.17.4.7,1.A.17.4.8,1.A.17.4.9,1.A.17.5.1,1.A.17.5.10,1.A.17.5.11,1.A.17.5.12,1.A.17.5.2,1.A.17.5.3,1.A.17.5.4,1.A.17.5.5,1.A.17.5.6,1.A.17.5.7,1.A.17.5.8,1.A.17.5.9,1.A.17.6.1,1.A.17.6.2,1.A.17.6.3,1.A.17.6.4,1.A.17.6.5,1.A.17.6.6,1.A.17.6.7,1.A.17.7.1,1.A.17.7.2,1.A.17.7.3,1.A.17.7.4,1.A.17.7.5
1.A.17.4.8,27.5,28.3,10.0,10.0,28.5,10.0,10.0,26.0,10.0,10.0,10.0,23.3,23.4,10.0,25.1,10.0,10.0,29.9,28.5,31.4,24.4,10.0,27.5,25.6,10.0,24.5,26.0,10.0,10.0,23.7,26.1,24.0,10.0,10.0,340.6,74.6,122.0,113.8,104.0,93.9,128.7,300.7,536.7,1939.6,250.8,22.7,23.0,10.0,24.9,10.0,24.9,27.9,24.3,10.0,10.0,24.9,22.7,35.9,30.0,33.5,52.2,35.7,50.6,35.3,10.0,24.6,10.0,22.5,10.0
1.A.17.4.9,24.4,27.4,27.6,10.0,31.7,28.0,23.1,33.1,10.0,25.3,25.4,25.2,10.0,30.8,28.3,10.0,25.7,25.2,33.4,33.4,26.1,23.9,44.0,32.1,10.0,28.1,10.0,10.0,26.9,10.0,28.9,25.8,26.9,10.0,250.6,73.0,102.1,96.4,97.9,95.9,89.4,212.7,267.5,236.8,3253.7,23.8,10.0,10.0,10.0,23.8,10.0,27.6,10.0,10.0,10.0,10.0,10.0,27.8,42.2,43.4,63.0,47.9,43.6,33.6,10.0,25.6,10.0,10.0,10.0
1.A.17.5.1,10.0,10.0,10.0,10.0,22.7,10.0,10.0,22.9,26.0,10.0,24.6,10.0,24.3,10.0,10.0,10.0,22.0,10.0,28.3,25.5,10.0,24.1,10.0,23.7,29.4,27.4,23.4,10.0,24.1,10.0,53.0,29.9,22.8,31.5,10.0,22.5,10.0,10.0,10.0,22.0,22.4,10.0,10.0,24.2,26.1,1006.3,260.6,94.0,90.6,88.4,82.9,68.5,77.0,80.7,75.0,94.8,268.2,10.0,22.1,10.0,23.7,10.0,10.0,26.5,25.1,42.3,27.8,25.4,25.6
1.A.17.5.10,23.4,22.2,22.4,23.8,25.9,10.0,25.9,10.0,26.2,23.2,10.0,22.8,25.8,10.0,10.0,10.0,10.0,23.3,35.7,28.2,10.0,22.9,31.3,24.2,29.4,38.2,24.6,10.0,30.5,10.0,37.1,29.5,33.1,30.2,10.0,10.0,21.9,23.6,10.0,10.0,10.0,10.0,24.4,23.7,23.2,250.0,1146.4,115.3,111.2,120.7,121.8,101.0,136.6,132.0,93.5,129.2,776.8,10.0,10.0,24.2,22.5,24.1,10.0,26.7,28.1,38.1,41.7,35.9,25.6
1.A.17.5.11,23.9,22.2,21.9,24.6,28.3,10.0,24.6,22.6,10.0,10.0,27.0,10.0,24.1,22.8,26.8,25.1,10.0,38.4,28.1,24.2,10.0,27.7,34.3,31.4,28.9,29.3,26.3,27.4,10.0,23.7,36.6,25.1,31.4,28.5,22.6,22.5,22.1,22.8,10.0,22.9,28.8,23.6,23.7,22.7,24.5,98.4,125.8,1043.6,62.7,86.6,71.5,116.1,121.5,117.1,72.1,138.8,138.9,10.0,10.0,24.0,10.0,25.4,23.9,27.8,22.9,32.4,32.5,27.3,25.8
1.A.17.5.12,10.0,23.8,10.0,10.0,23.8,24.1,21.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,25.1,10.0,24.5,25.6,34.3,26.6,10.0,27.9,27.2,10.0,28.9,35.7,38.2,24.0,24.1,23.5,56.2,30.2,26.1,37.9,10.0,26.7,24.7,23.6,24.6,10.0,23.7,10.0,10.0,26.6,10.0,89.6,114.4,59.8,1183.7,539.1,531.8,65.4,83.4,70.1,56.9,78.0,105.9,31.0,23.2,10.0,29.1,10.0,10.0,24.8,32.1,47.2,22.7,32.8,31.7
1.A.17.5.2,10.0,24.7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,27.2,26.1,10.0,23.6,10.0,10.0,24.5,26.6,30.8,39.2,30.2,29.3,27.3,29.1,10.0,49.0,49.7,33.2,24.2,38.6,24.9,54.5,45.9,38.0,35.3,22.6,10.0,10.0,10.0,23.4,10.0,26.8,10.0,23.7,22.7,25.5,83.8,118.7,78.6,512.3,1268.9,991.7,78.5,86.4,75.2,44.5,78.6,123.8,23.0,10.0,10.0,10.0,25.4,10.0,26.5,31.7,40.6,28.5,40.6,33.3
1.A.17.5.3,10.0,22.4,10.0,27.1,10.0,23.6,10.0,10.0,10.0,24.1,25.2,22.6,25.3,10.0,10.0,23.4,25.0,23.5,37.1,28.4,28.2,25.8,26.8,27.8,45.1,42.4,35.1,25.7,33.5,25.1,57.7,45.9,41.7,33.0,26.6,10.0,10.0,10.0,23.1,10.0,25.5,10.0,26.3,26.1,23.7,79.7,121.6,66.0,514.3,1009.4,1272.4,77.6,90.1,65.0,40.7,73.2,125.6,24.0,10.0,10.0,22.8,31.0,10.0,25.1,36.3,35.4,29.3,32.4,35.9
1.A.17.5.4,28.0,33.1,10.0,24.2,32.4,23.6,10.0,29.4,28.4,22.9,10.0,23.6,10.0,10.0,10.0,23.1,10.0,27.8,28.9,25.7,10.0,23.5,28.7,41.4,25.5,54.5,26.5,24.7,33.3,10.0,37.3,42.9,31.4,30.2,10.0,27.8,23.8,10.0,27.0,30.5,24.6,22.4,25.9,29.0,29.7,66.2,101.5,107.0,63.8,79.9,78.0,1471.3,81.2,84.1,75.4,112.8,105.5,10.0,25.2,30.4,24.4,27.4,22.8,25.9,27.5,25.8,24.8,25.2,28.0
1.A.17.5.5,26.3,10.0,25.8,10.0,25.1,22.7,10.0,23.1,10.0,10.0,23.7,24.5,31.8,10.0,23.6,36.4,10.0,10.0,10.0,31.1,21.9,27.3,29.4,24.2,36.3,37.8,22.7,24.9,10.0,23.7,48.7,27.6,30.6,28.3,24.0,10.0,10.0,26.0,31.4,27.7,10.0,10.0,27.4,24.9,23.5,72.7,133.7,109.0,79.5,85.9,88.3,79.2,1316.8,95.2,56.9,130.8,150.0,22.4,23.9,25.7,10.0,22.1,23.0,10.0,36.1,42.3,28.0,34.6,35.9
1.A.17.5.6,10.0,10.0,10.0,10.0,24.0,22.7,10.0,10.0,10.0,10.0,25.2,23.1,10.0,23.5,10.0,10.0,22.7,10.0,26.1,22.6,10.0,22.0,23.0,25.2,10.0,33.2,10.0,23.4,23.8,22.8,25.6,10.0,27.3,29.5,30.4,10.0,23.8,23.2,29.2,22.9,29.5,10.0,23.3,23.2,10.0,78.2,133.0,108.2,68.6,76.7,65.4,84.3,97.9,1461.9,134.2,423.7,136.5,10.0,10.0,24.0,24.4,10.0,23.9,25.7,10.0,25.2,28.9,33.4,23.6
1.A.17.5.7,25.1,10.0,23.9,24.6,22.9,24.8,22.0,23.3,25.1,10.0,22.6,28.8,23.6,25.9,23.0,24.5,30.9,10.0,25.0,24.2,10.0,27.1,22.7,27.3,26.6,24.9,25.6,10.0,10.0,23.3,33.3,10.0,23.6,25.7,23.1,10.0,10.0,10.0,10.0,10.0,27.7,24.9,28.2,24.0,10.0,81.9,106.6,75.4,62.3,50.2,45.1,85.2,65.3,152.6,1103.8,153.4,98.7,27.0,25.8,26.6,23.9,23.0,10.0,26.1,23.3,30.9,28.0,27.5,22.6
1.A.17.5.8,10.0,24.0,10.0,10.0,24.2,10.0,10.0,24.7,24.8,10.0,10.0,10.0,10.0,22.6,10.0,10.0,10.0,22.8,28.7,10.0,24.4,25.8,10.0,25.9,25.7,27.9,27.0,26.2,10.0,27.9,28.4,26.7,24.3,26.8,25.2,10.0,23.8,23.6,31.2,25.0,26.1,22.9,10.0,25.7,24.0,89.8,127.2,125.0,74.7,78.5,72.1,110.5,131.6,412.8,131.7,1445.4,136.1,10.0,22.8,10.0,23.5,10.0,10.0,23.6,10.0,36.8,23.8,24.4,10.0
1.A.17.5.9,10.0,23.3,10.0,25.1,27.7,10.0,24.4,23.5,22.4,23.4,10.0,23.6,23.6,24.8,22.6,24.7,10.0,25.4,30.6,28.9,10.0,25.8,28.2,24.7,31.9,32.5,30.3,23.4,26.6,23.5,37.3,29.9,26.7,33.6,10.0,22.2,23.3,10.0,10.0,23.6,23.7,10.0,22.9,23.2,10.0,248.8,749.6,123.2,99.9,122.1,122.1,101.9,148.5,131.3,84.2,134.0,1225.2,10.0,27.8,24.2,10.0,10.0,10.0,27.1,27.9,30.3,23.4,30.3,29.0
1.A.17.6.1,10.0,26.3,10.0,33.8,44.4,10.0,10.0,37.8,10.0,25.1,10.0,23.8,10.0,10.0,22.8,23.1,24.5,28.7,47.8,28.7,10.0,31.7,30.1,29.7,10.0,35.9,10.0,26.4,10.0,10.0,10.0,25.3,27.7,24.8,43.0,25.5,39.2,38.4,57.9,36.0,47.5,40.9,33.8,39.2,30.9,10.0,22.6,10.0,31.2,23.4,24.5,23.0,23.2,22.6,25.6,10.0,10.0,1240.6,193.4,112.0,102.8,77.5,74.3,65.4,24.5,27.9,23.2,22.5,10.0
1.A.17.6.2,22.7,22.9,10.0,38.8,41.9,25.7,10.0,31.9,25.5,38.7,24.8,10.0,31.1,10.0,24.5,30.8,25.9,29.6,59.7,46.2,30.5,25.2,27.2,29.5,10.0,35.5,22.2,26.2,26.9,10.0,26.9,10.0,30.6,31.2,71.6,52.9,70.7,78.2,77.1,92.0,83.9,50.3,35.7,31.9,47.4,10.0,22.4,10.0,23.0,10.0,10.0,25.6,24.6,10.0,24.3,23.3,28.7,188.0,1277.6,183.3,120.8,123.2,128.4,79.8,10.0,27.3,24.4,22.1,10.0
1.A.17.6.3,23.2,10.0,10.0,32.1,29.2,29.2,25.5,31.7,31.7,25.8,23.7,27.6,23.8,10.0,25.1,26.9,25.7,23.7,40.0,35.6,31.7,37.2,31.5,29.0,10.0,33.6,10.0,10.0,29.2,28.4,29.1,24.0,23.6,25.1,43.0,44.0,56.1,53.6,67.0,73.6,53.2,37.1,35.9,36.1,49.2,10.0,24.8,23.5,10.0,10.0,10.0,31.2,26.6,24.4,25.0,22.8,25.0,110.0,184.6,1200.0,82.4,68.1,88.4,66.5,22.3,30.7,23.4,24.0,10.0
1.A.17.6.4,26.3,10.0,21.9,10.0,23.8,27.6,25.1,26.3,28.9,25.3,24.8,33.4,24.3,28.6,27.1,10.0,28.6,36.5,32.0,35.2,30.7,23.7,27.0,25.2,10.0,24.9,25.1,10.0,24.6,29.5,24.9,23.5,26.5,26.3,53.6,32.3,49.9,50.4,77.3,69.4,52.3,52.8,60.6,54.0,68.2,23.0,22.6,10.0,28.0,10.0,22.4,24.3,10.0,24.2,10.0,23.5,10.0,94.3,113.5,77.3,1382.9,180.9,120.6,49.6,10.0,30.3,22.9,22.9,10.0
1.A.17.6.5,33.3,10.0,21.5,10.0,22.7,23.8,22.7,25.4,24.1,25.6,31.3,34.1,30.6,23.9,26.8,24.5,25.9,22.1,34.1,30.5,27.2,34.3,33.9,27.3,26.2,22.9,22.2,10.0,26.1,27.0,24.1,25.6,25.1,24.2,34.0,34.4,33.5,32.1,66.5,60.5,41.2,41.6,44.1,37.5,52.8,10.0,24.2,24.3,10.0,25.2,30.8,27.4,22.3,10.0,10.0,10.0,10.0,73.6,119.8,65.8,187.7,892.4,119.1,59.6,10.0,10.0,10.0,10.0,10.0
1.A.17.6.6,24.8,26.0,23.2,23.4,24.0,27.1,26.3,29.2,10.0,24.9,24.3,10.0,25.3,23.5,10.0,10.0,30.6,41.2,48.0,43.9,30.3,29.2,35.0,32.8,24.1,32.0,23.9,10.0,24.8,23.0,25.6,25.8,24.1,23.6,34.4,51.0,61.4,51.5,70.9,84.0,65.4,43.7,51.0,55.9,50.0,10.0,10.0,23.3,10.0,10.0,10.0,23.2,23.6,24.2,10.0,10.0,10.0,74.3,132.0,90.0,132.0,125.9,1194.0,52.7,10.0,23.1,22.3,10.0,10.0
1.A.17.6.7,24.6,10.0,10.0,31.3,39.7,24.1,25.1,46.0,24.6,24.1,30.2,23.3,29.1,10.0,26.0,10.0,24.3,26.6,45.8,29.8,24.0,28.6,23.9,30.2,10.0,37.1,10.0,23.2,22.8,23.0,32.1,24.0,27.1,27.8,50.1,35.8,31.6,31.9,28.7,45.2,41.2,36.4,33.8,39.2,38.7,27.0,28.2,27.8,25.4,27.7,26.0,27.2,10.0,26.8,25.2,24.9,29.0,66.5,83.1,68.6,54.1,63.6,53.7,1196.9,26.5,30.3,35.2,27.5,23.0
1.A.17.7.1,29.2,22.9,10.0,10.0,32.4,26.6,29.8,27.2,24.8,27.2,36.4,34.8,28.9,32.4,28.1,36.6,34.0,26.3,25.8,35.2,24.4,28.6,10.0,10.0,25.5,30.2,22.9,31.3,32.8,36.8,31.6,32.7,37.2,33.6,24.0,24.3,29.8,29.3,10.0,26.8,10.0,23.6,10.0,10.0,25.5,25.9,30.2,23.3,33.6,34.1,39.1,29.4,39.7,10.0,22.9,23.3,30.4,25.3,10.0,23.1,23.0,22.1,10.0,26.9,1108.4,90.4,59.1,57.7,814.7
1.A.17.7.2,27.7,22.4,10.0,33.0,24.2,35.5,10.0,26.9,10.0,10.0,36.4,29.3,27.2,23.9,26.6,35.7,22.5,37.4,33.4,31.6,24.0,27.5,23.9,23.7,25.9,45.6,23.4,33.7,30.5,37.0,44.8,39.9,32.5,47.7,29.0,10.0,10.0,25.2,10.0,23.1,10.0,27.9,23.7,26.6,28.6,42.9,40.0,32.0,48.2,42.8,36.8,27.0,45.2,26.2,29.5,39.0,32.2,28.3,28.0,31.3,32.1,10.0,23.6,30.1,86.5,887.7,150.3,97.9,75.5
1.A.17.7.3,25.6,29.5,27.4,31.3,32.6,31.8,30.0,35.3,10.0,23.9,32.9,34.1,24.3,28.2,24.1,36.4,23.6,27.5,32.0,38.3,25.1,23.5,28.4,32.1,24.5,28.1,10.0,36.5,24.3,22.6,47.0,44.7,38.2,33.6,10.0,10.0,10.0,22.3,31.0,27.5,23.0,10.0,23.5,10.0,10.0,29.2,46.1,33.4,23.6,30.9,31.7,26.8,30.7,31.3,27.7,25.8,25.5,24.3,25.8,24.6,24.6,21.6,23.4,36.5,60.2,161.1,942.7,152.4,64.4
1.A.17.7.4,10.0,21.7,10.0,29.8,29.2,29.9,21.2,24.0,24.6,21.5,10.0,10.0,10.0,10.0,30.3,31.7,24.5,35.5,31.2,43.3,32.1,30.7,22.3,10.0,32.6,29.3,27.2,32.4,10.0,10.0,30.1,44.0,25.3,30.0,22.1,10.0,10.0,22.3,10.0,10.0,27.9,10.0,22.0,24.9,24.0,26.4,38.7,27.8,34.3,44.0,34.6,27.0,37.8,35.7,27.0,26.2,33.1,23.4,23.2,25.0,24.6,10.0,10.0,28.0,57.0,100.8,146.4,683.0,61.0
1.A.17.7.5,32.3,27.9,22.2,10.0,33.0,26.4,24.4,27.2,31.3,24.6,31.6,35.8,28.4,33.9,25.6,38.3,34.2,26.6,23.0,33.2,28.2,25.6,26.5,26.1,25.5,33.2,27.5,30.4,33.8,31.9,34.3,35.0,37.4,32.1,22.4,24.1,24.2,24.3,23.1,23.8,10.0,22.0,10.0,10.0,10.0,26.6,27.5,26.3,33.4,36.2,38.8,30.1,39.7,25.1,22.3,10.0,31.8,10.0,22.6,22.2,10.0,10.0,10.0,23.4,824.7,79.6,63.8,62.4,1076.6
